row,id,prompt,answer,label_json
299,ts10_18,"Yeah, so has, your older daughter that's [Older child] right? Yeah, yeah. So did [Older child] received the flu vaccine this year. Do you remember?","She did yeah, at school, she had this spray up her nose.","[{'Original_Text': 'She did yeah, at school,', 'Code': 'Received the Flu Vaccine', 'Topic': 'Vaccination History', 'Keywords': ['Vaccince', 'Flu Vaccine']}, {'Original_Text': 'she had this spray up her nose.', 'Code': 'Spray Type', 'Topic': 'Vaccine Type', 'Keywords': ['Type', 'Vaccine']}]"
301,ts10_20,Sure.,"So that was my negligence really. But this year, I will, you know, see what everything's going on. I'll make an effort to get there. And, but I think it was more of an open clinic. I think they changed their and their way of doing it, so it was like a window that I had to get there. And I wasn't able to make it.","[{'Original_Text': ""I'll make an effort to get there."", 'Code': 'Increased Effort', 'Topic': 'Increased Efforts', 'Keywords': ['Effort', 'Flu Vaccine Clinics']}, {'Original_Text': ""I wasn't able to make it."", 'Code': 'Not able to go to clinic', 'Topic': 'Flu Vaccine Clinics', 'Keywords': ['Flu Vaccine Clinic', 'Clinic Hours']}]"
289,ts10_8,"Excellent. There's just two other things. If you'd like to receive a copy of the research findings. When the study is completed. You can either let me know now, or email me after the fact and I'd be happy to send those to you.",Oh yes please. That sounds interesting that would be good.,"[{'Original_Text': 'Oh yes please. That sounds interesting that would be good.', 'Code': 'Interested in Research', 'Topic': 'Research Engagement', 'Keywords': ['Interested', 'Research Results']}]"
292,ts10_11,Yeah. And how old are they?,They are two and five.,"[{'Original_Text': 'They are two and five.', 'Code': 'Age of Children', 'Topic': 'Participant Children', 'Keywords': ['Age', 'Child Age']}]"
299,ts10_18,"Yeah, so has, your older daughter that's [Older child] right? Yeah, yeah. So did [Older child] received the flu vaccine this year. Do you remember?","She did yeah, at school, she had this spray up her nose.","[{'Original_Text': 'She did yeah, at school, she had this spray up her nose.', 'Code': 'Received Flu Vaccine', 'Topic': 'Vaccine', 'Keywords': ['Vaccine', 'Flu']}]"
301,ts10_20,Sure.,"So that was my negligence really. But this year, I will, you know, see what everything's going on. I'll make an effort to get there. And, but I think it was more of an open clinic. I think they changed their and their way of doing it, so it was like a window that I had to get there. And I wasn't able to make it.","[{'Original_Text': 'I think it was more of an open clinic', 'Code': 'Open Clinic', 'Topic': 'Event Registration / Schedule', 'Keywords': ['Clinic', 'Open']}, {'Original_Text': 'I think they changed their and their way of doing it so it was like a window that I had to get there', 'Code': 'Changed Event Schedule', 'Topic': 'Event Schedule', 'Keywords': ['Schedule', 'Changed']}, {'Original_Text': ""I wasn't able to make it"", 'Code': 'Unable to Make Event', 'Topic': 'Event Registration / Schedule', 'Keywords': ['Event', 'Schedule']}]"
302,ts10_21,"Yeah, so it was rather than like making an appointment. It was like, you can bring her in, you know, at this time, and she'll be seen?",Yeah.,"[{'Original_Text': ""It was rather than like making an appointment. It was like, you can bring her in, you know, at this time, and she'll be seen?"", 'Code': 'Walk-in Option Available', 'Topic': 'Healthcare', 'Keywords': ['Healthcare', 'Walk-in', 'Hours']}, {'Original_Text': 'Yeah.', 'Code': 'Walk-in Options Positive', 'Topic': 'Sentiment', 'Keywords': ['Sentiment', 'Option']}]"
288,ts10_7,I agree to take part in this study.,"Yes, I agree.","[{'Original_Text': 'Yes, I agree.', 'Code': 'Agreed', 'Topic': 'Agreement', 'Keywords': ['Yes', 'Agree']}]"
289,ts10_8,"Excellent. There's just two other things. If you'd like to receive a copy of the research findings. When the study is completed. You can either let me know now, or email me after the fact and I'd be happy to send those to you.",Oh yes please. That sounds interesting that would be good.,"[{'Original_Text': 'That sounds interesting', 'Code': 'Interested in Research Findings', 'Topic': 'Motivation', 'Keywords': ['Research Findings', 'Interested']}]"
291,ts10_10,"Alright, so that's all that out of the way so we can go ahead and get started here. And you have two children. Is that right?",I do. Yeah.,"[{'Original_Text': 'I tried, ... I did not.', 'Code': 'Tried to get Flu Vaccine', 'Topic': 'Flu Vaccine History', 'Keywords': ['Flu Vaccine', 'No history']}, {'Original_Text': 'Um, no, sorry I tried', 'Code': 'Tried, No Flu Vaccine', 'Topic': 'Flu Vaccine History', 'Keywords': ['Flu Vaccine', 'No history']}]"
296,ts10_15,"Yeah, it's nice to have some outdoor access, but I think that, you know, if you're if you're doing okay this year you're doing the best you can. So I think that's kind of the most we can ask for at this point.","Yeah, yeah.","[{'Original_Text': 'Yeah, yeah', 'Code': 'General Agreement', 'Topic': 'Child Care Setting', 'Keywords': ['Social Conditions', 'Care Center', 'Acceptance']}]"
298,ts10_17,"Yeah, very cool. So can you tell me what you know about the flu. So just sort of your first impressions when you hear the word flu. You know what kind of symptoms do you think of? Is it a serious illness? You know, what can you tell me about the flu?","Well, I always think, you always, sometimes people tend to think that it's just a more severe cold and then I hear people say, ""oh, well, if you think it's just a cold you haven't had it and it's much worse than all that"" so I don't know if I've ever had it. Um, but yeah, I know that you can children can be immunized. And if you work in certain fields you're immunized. I used to work in social housing with over 55s so I was entitled to an immunization at work. Yeah I know that it, that it's responsible for however many deaths a year and and that's what you know the figures, people were throwning around when they saw coronavirus and you know ""can't be that bad in comparison to the regular flu"". But yeah that's as much as I know really. Obviously when I was pregnant I was immunized and With the flu. But apart from that for myself, it's not a regular thing. My husband's offered his at work so he gets it and and yeah I guess it's I, I just, I suppose, is normalized in a way. Um, but with the kids and they do get their immunizations. Usually.","[{'Original_Text': 'With the kids and they do get their immunizations.', 'Code': 'Get Flu Shots for Kids', 'Topic': 'Shots Administration', 'Keywords': ['Immunization', 'Childhood Vaccinations']}, {'Original_Text': 'Usually', 'Code': 'Usually No Shot', 'Topic': 'Shots Administration', 'Keywords': ['Flu Shot', 'Flu Shot Administration']}, {'Original_Text': ""But apart from that for myself, it's not a regular thing."", 'Code': 'Not Flu Shot for Self', 'Topic': 'Shots Administration', 'Keywords': ['Immunization', 'Adult Vaccinations']}]"
300,ts10_19,And [Younger child] did not have it. Is that right?,She didn't. I think it's hard to remember that far back because I was finishing my dissertation around that time and and I think she was offered at the local clinic of doctors. But I think it clashed and she was either a nursery or she was being looked after by my mom and I couldn't get to the doctors and I think she missed the window for it.,"[{'Original_Text': ""She didn't. I think it's hard to remember that far back because I was finishing my dissertation around that time and and I think she was offered at the local clinic of doctors."", 'Code': 'Do Not Have Flu Experience', 'Topic': ""Child's Health"", 'Keywords': ['Flu', 'Illness History']}, {'Original_Text': 'And I think she missed the window for it.', 'Code': 'Missed Opportunities for Flu Vaccine', 'Topic': 'Vaccine Opportunities', 'Keywords': ['Vaccine', 'Opportunities']}, {'Original_Text': 'She missed the window for it.', 'Code': 'Missed Opportunities for Flu Vaccine', 'Topic': 'Vaccine Opportunities', 'Keywords': ['Vaccine', 'Opportunities']}]"
290,ts10_9,"Yeah, absolutely. So the study will be completed. Towards the end of August, so you can expect to see that to your email address around that time. Yeah. And if you'd like to receive a hard copy of the study documents you can let me know. Now I would mail those to you, but I would need your mailing address to do that.",And I think just an email. Will it be the same by email?,"[{'Original_Text': 'And I think just an email', 'Code': 'Email Preferred', 'Topic': 'Document Type', 'Keywords': ['Email', 'Preferred']}, {'Original_Text': 'With it be the same by email ?', 'Code': 'Same Study Document Format as Email?', 'Topic': 'Document Type', 'Keywords': ['Email']}]"
292,ts10_11,Yeah. And how old are they?,They are two and five.,"[{'Original_Text': 'Two and five', 'Code': 'Ages', 'Topic': 'Kid Age', 'Keywords': ['Ages', 'Two', 'Five']}]"
296,ts10_15,"Yeah, it's nice to have some outdoor access, but I think that, you know, if you're if you're doing okay this year you're doing the best you can. So I think that's kind of the most we can ask for at this point.","Yeah, yeah.","[{'Original_Text': 'Yeah, yeah', 'Code': 'N/A', 'Topic': 'N/A', 'Keywords': ['N/A']}]"
304,ts10_23,"Yeah sure. No, that that makes sense to me. I mean, it sounds like they've been aside from [Older child] with her pneumonia, it sounds like they're generally healthy. I can see why, you know, you wouldn't be, wouldn't be super worried. So can you explain to me what you think getting sick with the flu is like for children? Are there any specific symptoms that come to mind? If you don't know, that's fine too. Just, you know, if one of your daughters was going to come down with flu, what sorts of things would you expect to see happening?","Um, well, I know that the adults experience and chills and sweats and shakes. And, I think, is it nausea and headaches as well? I don't know if there's any difference. I haven't, I haven't looked up or, um seen any, you know, you read pamphlets and the doctors. I haven't discovered if there's any differences between children. So I wouldn't know. I suppose what we do do when they get a little ill, we do, we got Dr. Google. So then when they are ill and so yeah, I don't know if there's any distinct difference between children and adults getting it.","[{'Original_Text': 'Well, I know that the adults experience and chills and sweats and shakes.', 'Code': 'Childhood similar to Adult Manifestation', 'Topic': 'Similarity to Adults', 'Keywords': ['Manifestation', 'Comparison']}, {'Original_Text': ""So I wouldn't know. I suppose what we do do when they get a little ill, we do, we got Dr. Google."", 'Code': 'Research in Dr. Google', 'Topic': 'Research Method', 'Keywords': ['Research', 'Dr. Google']}]"
307,ts10_26,"Yeah. So it sounds like from what you're saying that if it was just kind of general interest learning you'd be using, you know, the internet and the NHS website. But if it was something that felt urgent or that you were worried about, that's when you would be more inclined to call 111. Is that, am I understanding correctly?","Yeah, there's been a few times when Violent was ill and was quite ill throughout the night and and you know when it's night time, it feels so much worse. I think when she had a really high temperature and it wouldn't go down and she... yeah, she had to be taken to the doctors in the end, some... I think it was an infection or something. But yeah, at night we would call 111 more. I know. In fact, the other week. [Younger child] was given sugar free jelly sweets by my mum who thought they were healthy because they were sugar free, but obviously they cause sickness and diarrhea and she just turned white. I didn't know what was wrong with her. I think she's so small she um, yeah, it affected her really badly. But see, I mean she expelled it all. Was immediately fine afterwards and but that yeah we were on the on the brink of calling 111 because she just she kind of collapsed and she went all white in the face.","[{'Original_Text': 'I know. In fact, the other week. [Younger child] was given sugar free jelly sweets', 'Code': 'Sugar Free Jelly', 'Topic': 'Food', 'Keywords': []}, {'Original_Text': ""I don't know what was wrong with her."", 'Code': 'Unknown Illness', 'Topic': 'Medical Knowledge', 'Keywords': []}, {'Original_Text': 'So we were on the on the brink of calling 111', 'Code': '111 was contacted', 'Topic': 'Medical Contact', 'Keywords': []}, {'Original_Text': 'Because she just she kind of collapsed', 'Code': 'Collapsed', 'Topic': 'Symptom', 'Keywords': []}]"
309,ts10_28,"Well, I'm glad that that had an easy resolution.",Yeah absolutely.,"[{'Original_Text': ""Well, I'm glad that that had an easy resolution."", 'Code': 'Easy Resolution', 'Topic': 'Resolution Impact', 'Keywords': ['Resolution', 'Severity']}, {'Original_Text': 'Yeah absolutely.', 'Code': 'Agreement', 'Topic': 'Agreement', 'Keywords': ['Agreement']}]"
313,ts10_32,Yeah.,"Yeah, that's all. I've never really stopped to think. Um I know that it and, well, there's no negative side effects that I've been told of, just low, you know, relativley low risk and and that it will prevent them from getting it. So I guess that's all I've thought about it.","[{'Original_Text': ""Yeah, that's all. I've never really stopped to think."", 'Code': 'No Side Effects', 'Topic': 'Vaccine Risks', 'Keywords': ['Risks', 'Side Effects']}, {'Original_Text': 'But just low, you know, relativley low risk', 'Code': 'Low Risk', 'Topic': 'Vaccine Risk', 'Keywords': ['Risk', 'Low']}, {'Original_Text': 'It will prevent them from getting it.', 'Code': 'Vaccine Protection', 'Topic': 'Vaccine Benefits', 'Keywords': ['Protection', 'Flu']}]"
316,ts10_35,"So to you. It sort of sounds like if I'm understanding correctly. It's that you have the sense that this decision, you know, kind of weighing the benefits weighing the risks, all that stuff all those decisions have been made sort of by other people and you Sort of trust, trust in a sense, that those decisions are the right ones. And so you're willing to go along with that is that, does that seem fair to say?","Yeah. Yeah, no, that's right. I think I might read around it a bit more now. But I think. Yeah, and I think is. Yeah, that's right. Um Yeah, I feel foolish now because I usually read into things but and I think yeah because generations of just accepted it and that it's kind of like norm, isn't it, that you just and and like I say, I've, I've never seen any met anyone with really bad effects from it.","[{'Original_Text': 'I think I might read around it a bit more now.', 'Code': 'Reading More To Determine Risk/Benefit', 'Topic': 'Risk-Benefit Assessment', 'Keywords': ['Risk-Benefit Assessment', 'Reading']}, {'Original_Text': ""But I think. Yeah, that's right."", 'Code': 'Feels Safe to Trust Decision Making', 'Topic': 'Trust Decision Making', 'Keywords': ['Trust', 'Decision Making']}]"
315,ts10_34,"Yeah well and that you know that is that's a perfectly valid answer to you certainly don't need to be an expert in, you know, this kind of thing. It's perfectly reasonable to just, you know, kind of accept it and get on to all the other things. Parents are busy people, they certainly don't need to be, you know, trying to become an expert in everything by any means.","Yeah, I think it's just widely accepted that it's just one of those things. And it's, yeah, it's not really viewed as anything sinister. So yeah Yeah.","[{'Original_Text': ""Yeah, I think it's just widely accepted that it's just one of those things"", 'Code': 'Flu as Generally Accepted', 'Topic': 'Perceptions about Flu', 'Keywords': ['Flu', 'Acceptable']}, {'Original_Text': ""So, yeah it's not really viewed as anything sinister."", 'Code': 'Flu Not Seen as Sinister', 'Topic': 'Perceptions about Flu', 'Keywords': ['Sinister', 'Perceptions']}, {'Original_Text': 'So yeah, yeah', 'Code': 'Nothing to Add', 'Topic': 'Nothing to add', 'Keywords': ['Nothing', 'Statement']}]"
319,ts10_38,"Yeah, sure. So, so things, it would be information provided by the GP right?",Yeah. Yeah.,"[{'Original_Text': 'Interviewer: Yeah, sure. So, so things, it would be information provided by the GP right?', 'Code': 'GP as Information Source', 'Topic': 'Information Sources', 'Keywords': ['Information Sources', 'GP']}, {'Original_Text': 'Answer: Yeah. Yeah.', 'Code': 'Confirmed', 'Topic': 'Confirmation', 'Keywords': ['GP Info']}]"
304,ts10_23,"Yeah sure. No, that that makes sense to me. I mean, it sounds like they've been aside from [Older child] with her pneumonia, it sounds like they're generally healthy. I can see why, you know, you wouldn't be, wouldn't be super worried. So can you explain to me what you think getting sick with the flu is like for children? Are there any specific symptoms that come to mind? If you don't know, that's fine too. Just, you know, if one of your daughters was going to come down with flu, what sorts of things would you expect to see happening?","Um, well, I know that the adults experience and chills and sweats and shakes. And, I think, is it nausea and headaches as well? I don't know if there's any difference. I haven't, I haven't looked up or, um seen any, you know, you read pamphlets and the doctors. I haven't discovered if there's any differences between children. So I wouldn't know. I suppose what we do do when they get a little ill, we do, we got Dr. Google. So then when they are ill and so yeah, I don't know if there's any distinct difference between children and adults getting it.","[{'Original_Text': 'I know that the adults experience and chills and sweats and shakes.', 'Code': 'General Cold/Flu Experience for Adults', 'Topic': 'Adult Illness', 'Keywords': ['Adult Experience', 'Symptoms']}, {'Original_Text': 'I suppose what we do do when they get a little ill, we do, we got Dr Googel', 'Code': 'Use of Resources', 'Topic': 'Resources Accessed', 'Keywords': ['Use of Dr Google', 'Resources']}, {'Original_Text': 'So when they are ill,', 'Code': 'When Child is Ill', 'Topic': ""Child's Health"", 'Keywords': ['Child Ill', 'Symptom Experience']}]"
306,ts10_25,"Yeah. You've done it all once before, you're basically an expert at that point.",Yeah,"[{'Original_Text': 'Yeah', 'Code': 'No Problems', 'Topic': 'Experience', 'Keywords': ['Experience']}]"
308,ts10_27,"Wow, yeah. I'm glad she was okay. That sounds like it was a pretty scary situation.","I think because she couldn't tell us what was wrong and you know you just kind of think the worst. And because she went blue in the lips, and I know that could be a lack of oxygen. But yeah, it was just sweets.","[{'Original_Text': ""I think because she couldn't tell us what was wrong."", 'Code': 'Inability to Identify Cause', 'Topic': 'Cause', 'Keywords': ['Cause', 'Diagnosis']}, {'Original_Text': 'And you know you just kind of think the worst.', 'Code': 'Bad Assumptions', 'Topic': 'Assumption', 'Keywords': ['Worst Case Think', 'Assume']}, {'Original_Text': 'And because she went blue in the lips, and I know that could be a lack of oxygen.', 'Code': 'Associated Symptom Knowledge', 'Topic': 'Health Awareness', 'Keywords': ['Blue Lip', 'Oxygen']}, {'Original_Text': 'But yeah, it was just sweets.', 'Code': 'Sweets Cause', 'Topic': 'Cause', 'Keywords': ['Sweets', 'Cause']}]"
309,ts10_28,"Well, I'm glad that that had an easy resolution.",Yeah absolutely.,"[{'Original_Text': 'That', 'Code': 'No Code', 'Topic': 'No Code', 'Keywords': ['No Code']}, {'Original_Text': 'had an', 'Code': 'No Code', 'Topic': 'No Code', 'Keywords': ['No Code']}, {'Original_Text': 'easy resolution.', 'Code': 'No Code', 'Topic': 'No Code', 'Keywords': ['No Code']}]"
318,ts10_37,"So if you want to learn more about a vaccine, you know, anything like who its recommended for, you know, what does it do all that kind of stuff. Where would you go to get that information and where have you gotten that information past?","When they are younger, and then they get all their um, like the MMR and all the different immunisations that they're given in the first year. You get a lot of pamphlets from the health visitor and from the GP and you get the red book, the log book and and there's lots of information there. So that was um yeah that's primarily where I would get it from.","[{'Original_Text': ""There's lots of information there"", 'Code': 'Health Visitor Pamphlets', 'Topic': 'Pamphlet Source', 'Keywords': ['Pamphlets', 'Health Visitor']}, {'Original_Text': ""For vaccinations, I'd definitely check the NHS website"", 'Code': 'NHS Website Primary Source', 'Topic': 'Source', 'Keywords': ['NHS Website', 'Primary Source']}, {'Original_Text': ""I'd use, check up on the Red Book"", 'Code': 'Red Book Reference', 'Topic': 'Red Book', 'Keywords': ['Red Book']}]"
306,ts10_25,"Yeah. You've done it all once before, you're basically an expert at that point.",Yeah,"[{'Original_Text': 'Yeah', 'Code': 'Agree - Has Knowledge', 'Topic': 'Parent Knowledge', 'Keywords': ['Knowledge', 'Expert', 'Confirmed']}]"
312,ts10_31,"Yeah, absolutely. So what do you think like the benefits are of having your child get the flu vaccine or are there any benefits or  have you never maybe thought about benefits before? Can you speak to that a little bit?","Well, I've probably never given it the time properly to think about it, other than just hoping that it would minimize their risk of contracting it.","[{'Original_Text': ""Well, I've probably never given it the time properly to think about it, other than just hoping that it would minimize their risk of contracting it."", 'Code': 'Benefits Minimizing Risk of Illnesses', 'Topic': 'Benefit', 'Keywords': ['Benefits', 'Risk']}]"
316,ts10_35,"So to you. It sort of sounds like if I'm understanding correctly. It's that you have the sense that this decision, you know, kind of weighing the benefits weighing the risks, all that stuff all those decisions have been made sort of by other people and you Sort of trust, trust in a sense, that those decisions are the right ones. And so you're willing to go along with that is that, does that seem fair to say?","Yeah. Yeah, no, that's right. I think I might read around it a bit more now. But I think. Yeah, and I think is. Yeah, that's right. Um Yeah, I feel foolish now because I usually read into things but and I think yeah because generations of just accepted it and that it's kind of like norm, isn't it, that you just and and like I say, I've, I've never seen any met anyone with really bad effects from it.","[{'Original_Text': ""Yeah. Yeah, no, that's right."", 'Code': 'Trust in Other Decision Makers', 'Topic': 'Decision Making', 'Keywords': ['Trust', 'Other Decision Makers']}, {'Original_Text': 'Then now.', 'Code': 'Interest in Reading More', 'Topic': 'Reading Material', 'Keywords': ['Interest', 'Reading']}, {'Original_Text': ""So I think yeah because generations of just accepted it and that it's kind of like norm, isn't it, that you just accept it."", 'Code': 'Norm Acceptance', 'Topic': 'Decision Making', 'Keywords': ['Norm', 'Acceptance']}]"
312,ts10_31,"Yeah, absolutely. So what do you think like the benefits are of having your child get the flu vaccine or are there any benefits or  have you never maybe thought about benefits before? Can you speak to that a little bit?","Well, I've probably never given it the time properly to think about it, other than just hoping that it would minimize their risk of contracting it.","[{'Original_Text': ""Well, I've probably never given it the time properly to think about it, other than just hoping that it would minimize their risk of contracting it."", 'Code': 'Not Thought about Benefits Before', 'Topic': 'Thought History', 'Keywords': ['Benefits', 'Vaccine', 'Minimizing']}, {'Original_Text': ""Well, I've probably never given it the time..."", 'Code': 'Not Thought about Benefits Before', 'Topic': 'Thought History', 'Keywords': ['Benefits', 'Vaccine', 'Minimizing', 'Not Thought']}]"
313,ts10_32,Yeah.,"Yeah, that's all. I've never really stopped to think. Um I know that it and, well, there's no negative side effects that I've been told of, just low, you know, relativley low risk and and that it will prevent them from getting it. So I guess that's all I've thought about it.","[{'Original_Text': ""I know that it and, well, there's no negative side effects that I've been told of"", 'Code': 'Vaccinations No Negative Side Effects', 'Topic': 'Vaccinations', 'Keywords': ['Vaccinations', 'Side Effects']}, {'Original_Text': 'that it will prevent them from getting it', 'Code': 'Prevent Sickness', 'Topic': 'Benefits of Vaccinations', 'Keywords': ['Vaccination', 'Side Effects']}]"
315,ts10_34,"Yeah well and that you know that is that's a perfectly valid answer to you certainly don't need to be an expert in, you know, this kind of thing. It's perfectly reasonable to just, you know, kind of accept it and get on to all the other things. Parents are busy people, they certainly don't need to be, you know, trying to become an expert in everything by any means.","Yeah, I think it's just widely accepted that it's just one of those things. And it's, yeah, it's not really viewed as anything sinister. So yeah Yeah.","[{'Original_Text': ""Yeah, I think it's just widely accepted that it's just one of those things."", 'Code': 'Accepted as Normal', 'Topic': 'Health Perception', 'Keywords': ['Normal', 'Acceptance']}, {'Original_Text': ""And it's not really viewed as anything sinister"", 'Code': 'Not Seen as Sinister', 'Topic': 'Health Perception', 'Keywords': ['Sinister', 'Acceptance']}, {'Original_Text': 'So yeah Yeah', 'Code': 'Agreement on Normalcy of Flu', 'Topic': 'Social Acceptance', 'Keywords': ['Agree', 'Flu Acceptance']}]"
317,ts10_36,"Yeah no, the point is not to make you feel foolish at all. So, so please don't feel like you know I'm expecting you to have a very comprehensive accurate answers to these things, you know, part of what what we're trying to learn is what parents now and if parents don't know all that much about it that's an interesting finding too. So don't feel like you were supposed to be an expert coming into this because thats definitely not the case. And I think sometimes, too.You know when it's something about your child's health, it's, it's important to know what you do and what you don't know. And you're not, you don't need to be an expert in all of these things.",Yeah.,"[{'Original_Text': ""So don't feel like you were supposed to be an expert coming into this because thats definitely not the case."", 'Code': 'No Expectation of Expert', 'Topic': 'Expectation', 'Keywords': ['Expert']}, {'Original_Text': ""And I think sometimes, too.You know when it's something about your child's health, it's, it's important to know what you do and what you don't know. And you're not, you don't need to be an expert in all of these things."", 'Code': ""Experts aren't Needed"", 'Topic': 'Experts', 'Keywords': ['Expert']}]"
319,ts10_38,"Yeah, sure. So, so things, it would be information provided by the GP right?",Yeah. Yeah.,"[{'Original_Text': 'It would be information provided by the GP right?', 'Code': 'Information from GP', 'Topic': 'Information Sources', 'Keywords': ['GP', 'Primary Source']}, {'Original_Text': 'GP Right?', 'Code': 'Additional Information from GP', 'Topic': 'Information Sources', 'Keywords': ['GP', 'Other Resources']}]"
306,ts10_25,"Yeah. You've done it all once before, you're basically an expert at that point.",Yeah,"[{'Original_Text': ""You've done it all once before"", 'Code': 'Completed', 'Topic': 'Level of Experience', 'Keywords': ['Once', 'Experience']}, {'Original_Text': ""You're basically an expert"", 'Code': 'Expert', 'Topic': 'Level of Experience', 'Keywords': ['Expert', 'Level']}, {'Original_Text': 'At that point', 'Code': 'At that Point', 'Topic': 'Timing of Flu', 'Keywords': ['Point', 'Timing']}]"
312,ts10_31,"Yeah, absolutely. So what do you think like the benefits are of having your child get the flu vaccine or are there any benefits or  have you never maybe thought about benefits before? Can you speak to that a little bit?","Well, I've probably never given it the time properly to think about it, other than just hoping that it would minimize their risk of contracting it.","[{'Original_Text': ""Well, I've probably never given it the time properly to think about it"", 'Code': 'Not Given Thought', 'Topic': 'Vaccine Consideration', 'Keywords': ['Vaccine', 'Health Protection']}]"
315,ts10_34,"Yeah well and that you know that is that's a perfectly valid answer to you certainly don't need to be an expert in, you know, this kind of thing. It's perfectly reasonable to just, you know, kind of accept it and get on to all the other things. Parents are busy people, they certainly don't need to be, you know, trying to become an expert in everything by any means.","Yeah, I think it's just widely accepted that it's just one of those things. And it's, yeah, it's not really viewed as anything sinister. So yeah Yeah.","[{'Original_Text': ""Yeah, I think it's just widely accepted that it's just one of those things."", 'Code': 'Flu as Not Serious / Non-Sinister', 'Topic': ""Child's Health"", 'Keywords': ['Severity', 'Seriousness']}, {'Original_Text': ""And it's, yeah, it's not really viewed as anything sinister."", 'Code': 'Flu is not Sinister', 'Topic': ""Child's Health"", 'Keywords': ['Seriousness', 'Sinister']}]"
306,ts10_25,"Yeah. You've done it all once before, you're basically an expert at that point.",Yeah,"[{'Original_Text': 'Yeah', 'Code': 'Agreed with Expert Status', 'Topic': 'Personal Expert Status', 'Keywords': ['Expert', 'Confirmed']}]"
309,ts10_28,"Well, I'm glad that that had an easy resolution.",Yeah absolutely.,"[{'Original_Text': ""I'm glad that that had an easy resolution"", 'Code': 'Positive Resolution', 'Topic': 'Resolution of Symptoms', 'Keywords': ['Resolution', 'Symptoms']}]"
312,ts10_31,"Yeah, absolutely. So what do you think like the benefits are of having your child get the flu vaccine or are there any benefits or  have you never maybe thought about benefits before? Can you speak to that a little bit?","Well, I've probably never given it the time properly to think about it, other than just hoping that it would minimize their risk of contracting it.","[{'Original_Text': ""I've probably never given it the time properly to think about it"", 'Code': 'Never Considered Benefits', 'Topic': 'Benefit Perspective', 'Keywords': ['Give Thought', 'Consider Benefits']}, {'Original_Text': 'other than just hoping that it would minimize their risk of contracting it', 'Code': 'Reduce Flu Risk Considered Benefit', 'Topic': 'Flu Risk', 'Keywords': ['Flu Risk', 'Reduce Flu']}, {'Original_Text': "" I've probably never given it the time properly to think about it"", 'Code': 'Never Considered Benefits', 'Topic': 'Benefit Perspective', 'Keywords': ['Thought', 'Consider Benefits']}]"
313,ts10_32,Yeah.,"Yeah, that's all. I've never really stopped to think. Um I know that it and, well, there's no negative side effects that I've been told of, just low, you know, relativley low risk and and that it will prevent them from getting it. So I guess that's all I've thought about it.","[{'Original_Text': ""Yeah, that's all. I've never really stopped to think."", 'Code': 'No Thought', 'Topic': 'Flu Vaccination', 'Keywords': ['Thought', 'Vaccine']}, {'Original_Text': ""I know that it and, well, there's no negative side effects that I've been told of, just low, you know, relativley low risk andand that it will prevent them from getting it."", 'Code': 'No Negative Side Effects', 'Topic': 'Vaccine Effectiveness', 'Keywords': ['Side Effects', 'Prevention']}, {'Original_Text': ""So I guess that's all I've thought about it."", 'Code': 'Limited to Low-Risk Info', 'Topic': 'Vaccine Knowledge', 'Keywords': ['Risk', 'Beliefs']}]"
318,ts10_37,"So if you want to learn more about a vaccine, you know, anything like who its recommended for, you know, what does it do all that kind of stuff. Where would you go to get that information and where have you gotten that information past?","When they are younger, and then they get all their um, like the MMR and all the different immunisations that they're given in the first year. You get a lot of pamphlets from the health visitor and from the GP and you get the red book, the log book and and there's lots of information there. So that was um yeah that's primarily where I would get it from.","[{'Original_Text': ""When they are younger and then they get all their um, like the MMR and all the different immunisations that they're given in the first year"", 'Code': 'Information from Health Education', 'Topic': 'Sources of Information', 'Keywords': ['Health Information', 'Education']}, {'Original_Text': ""You get a lot of pamphlets from the health visitor and from the GP and you get the red book, the log book and and there's lots of information there"", 'Code': 'Health Visitor Pamphlets Used as Early Information', 'Topic': 'Information Sources', 'Keywords': ['Health Visitors', 'Pamphlets', 'Red Book']}]"
319,ts10_38,"Yeah, sure. So, so things, it would be information provided by the GP right?",Yeah. Yeah.,"[{'Original_Text': 'Yeah. Yeah', 'Code': 'Yes', 'Topic': 'Validation of Information', 'Keywords': ['Yes', 'Information Validation']}]"
306,ts10_25,"Yeah. You've done it all once before, you're basically an expert at that point.",Yeah,"[{'Original_Text': ""You've done it all once before, "", 'Code': 'Previous Experience with Flu', 'Topic': 'Prior Experience', 'Keywords': ['Experience', 'Previous']}, {'Original_Text': ""you're basically an expert at that point"", 'Code': 'Expert Status', 'Topic': 'Expertise', 'Keywords': ['Expert', 'Flu']}]"
