id,prompt,answer
ts4_33,"Right, this kind of, you know, because, yeah, so the kind of thinking about how many things that what do you think the benefits of your [Younger Child] getting the flu vaccine would be?","While we said earlier that you know we realize it doesn't cover all strands of flu and that if he got flu and it wouldn't be, I don't think it would seriously, seriously impact on him. I'm not, you know, not massively concerned, obviously you want to do anything that you can to protect your child. So if someone's going to offer you something which could potentially stop them from being poorly, then I'm more than happy to take, you know, to take that. What was the question again Tim?"
ts4_34,"Um, what do you think the benefits are of having a child vaccinated?","Um benefit. Yeah. Again, as I mentioned benefit to the wider family and you know that if he's not going to bring that home to to us. It will protect us as parents, but also with protect [Older Child]. And a lot about taking responsibility in society, really, that if this is something which could stop somebody more vulnerable getting it. So [Older Child], you know, he might be fine. But he may be starting to get the virus, the flu, and be contagious. I take him to a soft play and there's somebody there who's pregnant or there's somebody there, whose child is playing, but has asthma or, you know, and he passed that on, then I think that there's some social responsibility to vaccinate your child, if it's available."
ts4_35,"Yeah, so it's like, you know, there's a benefit to your child. And then there's like a wider, like collective benefit.",Yeah.
ts4_36,"Yeah, that's interesting. Do you think there are any downsides to having your child get the flu vaccine?","No, I don't, no. I think there's a lot of stuff out there, isn't there? The anit-vax debate and all. and I think that while I don't think the government always does stuff right, and the NHS doesn't always do stuff right, I don't think that they would do anything to harm, you know, children. And I don't think that, I don't think they would make the the massive expense, you know, financially. So I just, yeah, I don't think so."
ts4_37,"Um, so if you want to learn more about a vaccine like the flu vaccine, you know, things like not just what are the benefits, what are the side effects, but, you know, things like who is it recommended for how do I get it, where would you go to get that information?","That would, yeah, that would be the NHS or Public Health England or, you know, an official kind of government health site."
ts4_38,"Yeah, all online stuff? there aren't any other resources yould use?","I think that school one sent. So with the older child not with [Younger Child], but I would expect it follow the same process, you would be given a leaflet. You know, and you would be given a consent form. If you weren't taking them to the doctor yourself to do it. So yeah, so that would be that kind of written format and when we took [Older Child] to get his, before he started school, we took him to the GP and obviously just spoke to the nurse and said, and I probably asked her ""Is it likely to have any side effects?"" and, you know, she would have explained, maybe some anecdotal stuff as well as some official stuff. Yeah."
ts4_39,"Yeah. Um, so as far as, you know, [Older Child] got the vaccine through school and [Younger Child] has not had the vaccine. So, was it a decision that you made not to have [Younger Child] the vaccine or was it something that sort of happened? Like can you walk you me through sort of what that was like.","Tim, we, we haven't been offered it for [Younger Child]. So I'm not sure if, I'm not sure what happened last, last year. But we weren't offered it. I don't know whether. Did they just offer it to children who are three? or I'm not entirely sure why we haven't. But I certainly didn't explore it either."
ts4_40,"Has he, has he like just turned two years old?",It was August that he was two so...
ts4_41,"Yeah, I'm, you know, I'm not sure. And I would be, you know, more question for his doctor, as far as why he you know, if it is recommended for him if he should have it. My understanding of what the recommendations from Public Health England is that children who are, two, three and four years old, you know, before they're in school should receive the vaccination. So you haven't you know you were never contacted about it? Nobody ever brought it up with you?","No, no. And I think, I think, actually, when [Older Child] had it he didn't have it until he was three. I wonder if it's something which the local trust doesn't offer it until they're three?"
ts4_42,"Yeah, I'm not sure.","I'm not sure, but honestly, it didn't actually occur to me to investigate. I just took it there. Yeah, unless somebody told me. He did have his, like developmental check, and they asked if all of his immunizations were up to date, which they were. They didn't ask about the flu vaccine, didn't say anything about it."
ts4_43,"Yeah, and was that, was that appointment with this birthday in August that that happened, or is that?","It didn't happen until the start of the year. I think they're always a bit behind in Newcastle. There's quite a big delay. I think health Health severices have got absolutely massive case loads and they just tend to put their classic. ""What would have been the two year check"" I think the form it might be better to say ""between two and three years check and they hope to see you in that interim and that you know if you've got any problems you you would act. But yeah, he was quite late with that check."
ts4_44,"Yeah, I'm so you said that I think that it hadn't occurred to you to even, you know, look into it or anything. It just isn't, just didn't occur to you as something that was an option really?","No, not at all."
ts4_45,"It sounds like sort of what you're saying is that there wasn't really a decision at all. It was like there was nothing. And then you realize that there may have been an option. At some point, but you never really know that option was there. Is that right or have I misunderstood?","Yeah, that's absolutely right. Yeah. Yeah. And if, if the option had come up, I would have done it, you know, that would, I would have. I would just, you know, he would have had it, but that just didn't come up"
ts4_46,"Yeah, that's interesting. Thank you. So, my last few questions Are to help me learn your thoughts kind of vaccination as a whole. So, has [Younger Child], you know, the younger child received any other vaccinations, like all the routine childhood ones?","Yeah, he's up to date with everything which is recommended."
ts4_47,"And as far as deciding to have him receive those vaccinations. Was that something that you, you know, you researched in the same way, kind of, that we've talked about NHS website, all those other resources or?","No, not really. I am, you know, I think that pregnancy and birth and early childhood is quite medicalized and that's something which is is quite normal. There is like a definite movement towards people having more home births people not accepting particular tests. But I'm very much in the, I took everything through pregnancy and through birth and afterwards that was, was recommended. I think that I didn't really, I wouldn't go against that. So even if I read something which made me think ""is this absolutely necessary?"" I think, as a parent, if you didn't do it. I would never forgive myself if something happened. So, you know, it's that. I don't know if I'm making much sense. But I just, I went along with it and I was happy to to trust, you know, that that these actions were really for the, for the benefit of, of children. I think that, you know, a lot of the anti-vax debate is like nonsense and based on poor research and, you know, and yeah, and I can see all of Latin wouldn't accept any of that. And I think that you know the only, the only thing would have been The MMR stuff, which before having children I knew that any of the evidence associated that that was absolute nonsense. But, you know, Ive realized that, but you know they've eradicated, a lot of really, really awful childhood diseases through, through vaccination programs and yeah I'm kind of 100% behind all of that."
ts4_48,"Yeah, no. That makes sense to me. It sounds like what I'm understanding is that you knew what all the recommendations and everything, you knew that these were serious diseases. So there wasn't much research on your part that needed to be done essentially. You were content to, you know, accept that whatever medical professionals were saying to you was kind of the case.","Where as if they'd maybe said ""We can give him 10 injections, which might stop him from getting a cold"". That's where I probably would have said no. But you know, it's talking about things which you know can give children lifelong issues, you know, the diseases that arevaccinated against are si serious. Yeah, I would, I would trust it. That was the right thing to do."
ts4_49,Yeah. Have you personally had the flu vaccine this year?,"No. and I didn't have it when I was, I think I've had it when I've been pregnant before but now, no, not this year."
ts4_50,"Yeah. Yeah, so that is almost the last question. The thing I close on is just like a general, is there anything else that you want to say about the flu, or the flu vaccine, or vaccination in general, or anything that you were hoping I would ask that I didn't. This is kind of your moment if there's anything you want to say.","It's been really interesting actually talking about it and thinking about it. I suppose what I'm interested in and You're probably interested is what's going to happen around the current um vaccination debate. I suppose I want to ask you, as somebody who really knows more, what what do you think is gonna happen. They're not going to vaccinate everybody. Are they going to create a vaccine that if you're poorly, you might get it and you might have a greater chance of surviving or? It's not really about the flu, but just just"
ts4_51,"Yeah, no, I wish, I wish I knew the answer to that question. I think I wish everybody knew the answer to that question. It is, its you know, it is really interesting to just to hear from, you know, kind of where everybody's heads are at with thinking, you know, obviously the flu is a much different virus from coronavirus. Something I've been thinking about is if coronavirus has changed people the way people think about the flu now. Like, You know, are we maybe taking flu a little more seriously now? or is it that we're looking at coronavirus and saying, ""well, at least flu isn't that bad"". So, you know, it may be going in the other direction and now we're thinking of it more like, you know, the common cold. But as far as the vaccine for coronavirus, I have no idea, I hope, I hope there's one very soon.","Yeah, that's what's interesting is like for us all to get a, I don't know if I would feel a bit less comfortable in getting it compared to getting things like the flu vaccine because so many people have had that vaccine. You know the process. Now, is this obvious masses rush to develop something then, for me it's, what would, what would be the long term effects be? So, you know, I might be more fearful, particularly with the kids that if they said, ""oh, we've developed the vaccine. We're going to give it to everybody who's, you know, we're going to give it to everybody."" And then they give it to children and there was different reaction. So that's where there's that weighing up to to do. I think that's why it's going to be really, really difficult and part of me maybe thinks that would maybe be better if they just said to me, ""Oh, you're not eligible for it, and neither are your kids"" and then the risk is maybe a more known risk that as a healthy family, if we were to get coronavirus, we might be really sick. But we'd be okay. Whereas if we get the vaccine, it's the it's even more unknown, isn't it."
ts4_52,"Yeah, that's an interesting an interesting point that you would worry most about giving it to your kids because presumably. I mean, first of all, they're your children. You want to protect them, but also young people, you know, they, they have their whole lives for to be affected by whatever the side effects are whereas, as an adult, it feels. Well, I don't know. I also wouldn't want to deal with side effects either.","No me either, absolutely not! So I don't know. Maybe they're doing some weighing up. Yeah. I suppose it's where it would be, it would be my decision to get it for myself. Whereas, I'm actually deciding for my child so slightly different. Obviously I want the best for myself and the best my children, but there's something about being a parent, isn't it, you don't want anything at all to happen to them."
ts4_53,"And I think you I think it makes sense that when you would be, when you're making a decision that may have consequences for yourself that you, that that's an easier decision than one where you're making one thats going to have consequences for somebody else, someone that you you know care so much about, your child. You know, I can see that that's a very different situation. Yeah. It is. It is an interesting question.",Yeah.
ts1_0,"We will go ahead and get started. What we're going to start with is I'm going to read you a consent form. So this is just a series of statements to kind of let you know, just make sure you agree to participate in the study and everything. So what I'll ask you to do is I'll read you the statement and then if you could just say yes or no, if you don't agree. So the first statement: I confirm that I've read the participant information sheet for this study. I've had the opportunity to consider the information to ask questions and to have these questions answered satisfactorily.",Yeah
ts1_1,"I understand that my participation is voluntary, and that I am free to withdraw at any time without giving any reason I also understand that I can decline to answer any questions during the interview.",Yeah.
ts1_2,I understand that information collected during my interview may be looked at by other researchers from Newcastle University who are working on or assisting with the study. I give permission for these individuals to have access to that information.,Yep.
ts1_3,I understand that the information collected during the interview may be shared with other researchers for use in future research or teaching purposes that the data will be thoroughly anonymized first.,Yeah.
ts1_4,Understand that the interview will be audio recorded typed out and then all of my identifying personal details will be removed.,Yeah
ts1_5,"I understand the direct quotations may be taken from what I say and used in research and publications, but that I will not be identifiable from these quotations.",Yeah.
ts1_6,I agree to take part in this study.,"Yeah, excellent."
ts1_7,"So if you could. Oh, sorry. There are two other two other items here. If  You would like to receive a copy of the research findings. Upon completion of this study. Please say yes now.","Yeah, sure."
ts1_8,Great. And can I send those to the email address that I have on file for you.,"Yeah, that'd be great."
ts1_9,"Awesome. So it will be a little while until we have that, the study will be concluding in August. So you'll receive the email in or around around that time frame.",Okay.
ts1_10,All right. And would you like to receive a hard copy of the study documents by now. So that would be the consent form and the participant information sheet.,"No, that's okay, let's just keep it paperless."
ts1_11,"Alright, sounds great to me. So the last thing, if you could just say your name and today's date for me.","Uh, What's today's date."
ts1_12,That's going to be the hardest question I ask today. Today is June 4.,"Okay, [Participant 01] and June 4."
ts1_13,"Great. Alright, so we've got that out of the way. So now we can dive into some of my questions for you here. Like I said you can stop the interview at any time. Also, if you want to take a break. If you have something you need to do. That's totally fine, just let me know. As you answer the questions I'm going to be quiet on my end. It's just so that the recording picks up what you're saying. So I'm still here, even if you're not hearing me talking.",Okie doke.
ts1_14,So my first few questions or to help me get to know your child a little bit better and to help me understand kind of what you know about the flu. So I see from the expression of interest survey that you have two children. One of them is five and the other is two years old. Is that right?,yeah.
ts1_15,"So can you tell me a little bit about your children, especially the two year old as they're in the preschool age?","Ooh yeah, what can I tell you about them? Um, they're going a bit stir crazy right now. And...."
ts1_16,What are their names?,"[DAUGHTER] is the five year olds and [SON] is my two year old and that's [DAUGHTER] with an E and [SON] with a K. I've cursed both of my children to have to spell their name for the rest of their lives. And they are... really cool. And they are... Really different and I really love seeing that. And so when [DAUGHTER] was the same age, she was a lot further ahead and sort of vocabulary wise and talking wise and things like that. But then certain motor skills, motor skills wise [SON] is, is sort of quite a lot more ahead, than she was at that age. And I just, I love seeing how different they both are and them turning into really cool little people."
ts1_17,"Yeah. It's so funny, you know, little kids as they start to start to grow up, just how quickly you know they become their own little people. Yeah, it's really cool. Thank you for sharing that. So what kind of things have they  been up to since the lockdown started?","Oh, we've been doing some baking and we've done some clay modeling and we've done plasticine and done a lot of playing out in the garden. You want to just one second – And what else we been doing with them. Yeah, playing out in the garden has had some picnics out there, they've had on, what's on a couple of days where it was more warmer they've had their little paddling pool out and and scooters and that kind of thing. So yeah."
ts1_18,"That sounds, that sounds, that sounds nice. I'm sure it's, you know, a lot of work, having the kids at home all the time that that sounds like a good way to spend the time.",Yeah.
ts1_19,"so, would you please tell me kind of what you know about the flu as a sickness?","Um, well, I think everybody kind of knows what the symptoms, um and things like that. I think a lot of people probably think they have the flu when they just have got a bad cold. Which isn't necessarily, I suppose, about the virus itself. but more I suppose people's understanding of the virus."
ts1_20,"Yeah, no, that's great to hear.","Um, I understand a little bit of sort of about the vaccine science and about how there's lots of different strains and I believe if my understanding is correct, they tend to for the next year's vaccine, they tend to look up data and see what strains have been most prevalent in the year before and that's how they then um, decide how they're going to do the vaccines year after and things like that. I know that there is obviously the option of the injected vaccine and also a nasal spray that is especially useful for children and that's probably the extent of my knowledge, right there."
ts1_21,"That's great. Um, so do you think about flu as like a serious illness or not so serious. Can you give me a sense for sort of how you think of it in that way.","Mm hmm. Sort of both? In terms of,  I know it can be a dangerous disease. I know it, and I know that it can have at quite serious um. sort of outcomes, especially for anybody with other underlying health conditions, the elderly and sometimes children. But again, I think that's more in line with the children that again have underlying health conditions and from a personal point of view uh, It's not something that would worry me particularly getting it, but also from a personal point of view I maybe should be a little bit more worried than I am because I don't have a spleen. Um, yeah, it's kind of one of those it's it's it's not something that keeps me up at night, but I am aware that it can have, it can have, quite severe outcomes."
ts1_22,"Yeah. Um, so you sort of got to answering my next question, which is, do you worry about your children getting the flu or not so much?","Again about the same. I'm aware of the issues, especially with my eldest, more so than my youngest. She has the same thing that I have which, the reason I don't have a spleen is hereditary sperositosis which is basically a condition that affects the red blood cells but because it affects the red blood cells it also effects the spleen and how that works, and things like that. And, and basically, one of the things that people with Hs bodies' does to kind of compensate is it massively over produces red blood cells. And, um, so if there is any, any other infection or anything that comes into that, what can happen, and luckily we have quite mild cases, but what can happen is because the body has to start producing more antibodies to fight off whatever infections or virus thats there and the red blood cell count can then drop quite severely and and I've had, I've had to have three blood transfusions, basically because of that. And and my oldest child has has that now it's not normally for something as simple as the flu. Again, that's more because of the fact that we have quite mild versions of it. The three times. I've had to have a blood transfusion once was human papillomavirus, once was glandular fever, and the last time was kidney infection. And so it is, it is something that I would definitely keep an eye on were they are ill, even if it's just like a cold or something like that. And it might be flu. I do tend to keep a closer eye. And especially on my eldest just to watch out for other things you know that, and that would actually be more likely to show anemia because it's more likely that it's it's the flu itself isn't going to be a major issue. But the other things that that can affect in her body would be something that I would watch out for. So I would look out for, you know, pale skin lethargy, all the things that goes along with anemia rather than just the usual things that you would look out for, for cold and flu."
ts1_23,"Yeah, great. Thank you very much. So again you're doing great, you're leading me right into my next question here. So can you explain to me just a little bit like what you think getting sick with the flu is like for children like maybe some of the symptoms that they have. How long would you expect them to be sick, things like that.","High temperature, stuffy nose, blocked up, all of those sorts of things, sinus issues in terms of possibly headaches and things like that And then, you know the those are kind of the things that kind of crossover from from colds and then obviously, you've got kind of joint pain and and lethargy and things like that as well. I would say, that I think it's probably more difficult with children, because especially young children because obviously they can't necessarily say I have a headache and I have, joint pain, I have. So I think it's, it's a lot about seeing how affected they are by the symptoms that they have, because obviously you can have a cold or flu symptoms. But they can be kind of generally finding themselves, still wanting to eat, still wanting to play and then obviously you have kind of the next step up from that where, you know, they just want to sleep. They just want to have cuddles. They don't really want to eat. Ff they do eat, they just want to eat certain things like maybe just a favorite foods and things like that. So I think it's about not just looking for symptoms so much with children, but looking at how they're affected by it."
ts1_24,"Yeah, it sounds like I think as a parent of a young child, part of what you're doing is you know, asking them how they're feeling but also just sort of comparing their behavior to how they how they normally are.","See exactly, yeah. Yeah, and also comparing how they are when they're, you know, pre medication versus post medication. You know they have a temperature you give them some calpol, Do they perk up while they have that calpol in their system and kind of go back to be a bit more normal while they have that calpol or does that not necessarily help or they just not majorly help. And so that's another thing that I would probably look out for, as a parent, is how much is this, the meditation, that we're able to give our children. How much is that helping? And and things like that."
ts1_25,"Yeah, well, that's great. Thank you. So when you want to learn about a sickness, like the flu. Where do you go to get more information on those things?","Oh, good ol' Doctor Google. Yeah. And yeah, I use internet and I would use, I don't actually have a copy of one right now, just do some personal circumstances of having to move quite quickly But, there's like the the Orange Book that you got from the health visitor that I'm pretty sure if I remember correctly, that that has some information about flu in. It's basically just like a sort of minuture first aid booklet and specifically for parents to spot things and children. I don't know whether you know about the Orange Book."
ts1_26,"No, I'm not familiar. You may have, You may have noticed from my accent I'm not from the UK. I'm an international student from the US, but that sounds like a great resource.","Yeah, so I mean it's it's it's if I remember correctly, it's maybe about 20 pages long and it has a you know a quite a broad range of things in that book. Everyday things you know, colds, flus, temperature, sickness and diarrhea, you know, cuts, bruises just all that kind of stuff."
ts1_27,"Yeah, just sort of general health information for parents.","Yeah, things like you know well, you know ""if they have these you're fine, ff they have this maybe think about ringing 111, if they have this go to A&E."""
ts1_28,"Yeah, and that's something you get from your child's GP?","Yes. And do you know we got it rather than from the GP, but from the health visitor. So I don't know if you know about how visitors, but they work alongside and GP surgery but they are kind of specifically there to look at all families if they need any help with the kids. So, you know..."
ts1_29,"Yeah, sure. So my next question. Have you ever talked to a health care professional about the flu, specifically the flu and your child. So have you ever talked to your child's GP or to the health visitor about the flu?","No, not particularly. I mean, If they've been particularly ill for sort of an extended amount of time, which I would say probably more than I week, and, you know, or they have a particularly high temperature that doesn't really seem to be coming down. Or, like I said, there's other symptoms if maybe they've had calpol and they're still really lethargic and not wanting to do anything. I would maybe speak to either the house visitor or the GP. But again, I wouldn't say thats specifically about flu necessarily. I would never ring up and say ""I think they've got the flu"" I would just say they have been symptoms."
ts1_30,"I see, yeah. So my next set of questions is to help me learn a little bit about your thoughts around the flu vaccine and whether or not you think it's something that could be helpful for your child. Um, so what do you think the benefits are of having your child get the flu vaccine?","pretty much the same as every other vaccine out there, it's you know it's, it's they wouldn't use vaccines if there was no benefit. I get that, my understanding is obviously with flu, It's a bit of a lottery in terms of how the vaccine is is chosen and... But I would, I would, I would always advocate for vaccines."
ts1_31,"Yeah. Do you think there are downsides to having your child get the flu vaccine, and if so, what do you think there's downsides are?","Um, upsetting them is a downside."
ts1_32,"Yeah, absolutely. I'm sure that it is.","Um, yeah and so yeah just kind of their, their understanding of it, making sure that they're not going to be too upset. It's, you know, something that I would watch out for. Downside again is is maybe the fact that, and some people say, once you have a vaccine you then get a bit ill. And which, I don't know whether that is just coincidence. I don't necessarily hold much stock in that. But it would still be something that I would look out for just not in terms of all look the vaccine has caused this just in terms of ""oh they're ill, I've got to look after them"". And I, Yeah I don't, I don't think that there are downsides necessarily that I would say that's definitely a downside from the vaccine because I don't, I haven't personally looked into correlation versus causation versus coincidence, in terms of when you get ill after the vaccine. Does that make sense?"
ts1_33,"Yeah, no. That makes perfect sense. Thank you. And have you ever talked to your child's GP or and other health care professional about whether or not you're preschool age child, so whether or not [SON] should get a flu vaccine?","No, again it's not something that I've particularly talked about, and it is something I've talked about for my five year old because when they, when they turn school age so far, they would, their care for things like flu vaccines. Would get transferred over to a school nurse. My children are actually homeschooled. So, if you would normally access the school nurse through what school they go to.  Because they don't go through school, I need to access anything like flu vaccine or anything or any other vaccines, they may need that normally be dealt with via school, school nurse that route, I have to access that in a different ways. So I have discussed with a health visitor about my five year old. And about how, what do I do now if I did want the vaccine, how would I go about that. And now I didn't actually get any answers, so I can't really actually give you any further and based on that again, personal circumstances, I had to move out of an area, particularly quickly and I didn't ask them long before I moved out of that area. So I didn't actually end up getting the answers and then there's been a whole kerfuffle with the whole Coronavirus thing and I haven't actually got a new GP in my new area. So that's fun."
ts1_34,Sure. I'm sure this is a complicated time to be doing anything like that.,One second Okay. Sorry
ts1_35,"Yeah no problem, I'm sure it's always a challenge to get a little bit of quiet time with two kids in the house.",Yeah.
ts1_36,"Um, yeah. So it sounds like you sort of started that conversation with You know, with a medical professional, but then some things came up and you just you weren't able to sort of complete the process is that, am I understanding?","Pretty much, yeah."
ts1_37,"So my next set of questions, in your survey here, you indicated that your two year old, [SON], has not had a flu vaccine in the past year. Is that right?","no. That's more to do with personal circumstances if I'd gotten a new GP. It's probably something that I would have said, “I've got kids to they need, you know. Do they do any vaccinations. What's your recommendation?” that kind of thing. And so that's, again, that's kind of more personal circumstance. Yeah. Rather than thinking that they not need it or anything like that. Yeah. Yeah. So it was something that sort of..."
ts1_38,"If I'm understanding correctly, it sounds like it was something that just sort of happened, rather than a decision that you made.","Pretty much, yeah, yeah, yeah."
ts1_39,"Okay, so again, again, we moved right into my next question here. So the question is, How important was it to you that your child not received the flu vaccine this year?","Oh no, not important at all like, it's not something that I would be like, ""Oh no, they can't have it"". No, not at all. I would I would, I would ask, I would ask my GP and say, ""Is it recommended. What's the best thing to do"" and things like that. And he, you know, discuss the fact that he doesn't currently have any underlying health conditions. Versus, obviously, you know, discussing the other side of that and the and the fact that my older one does have those underlying health conditions and what their advice, what their advice would be either way and then I would make a decision from that."
ts1_40,"Absolutely. All right, that's great. Thank you. Um, so my last few questions are sort of more general, they are just to help me learn about your thoughts around vaccination as a whole. We've talked about that a little bit. So maybe a little bit repetitive and I apologize for that.",That’s okay
ts1_41,So has [SON] received any of the other like recommended vaccinations for-,"Every single one. Except for chickenpox, because I think you have to go private for that."
ts1_42,"I see, okay, but like all all of the normal-","All of the normal routine ones that they get, they've had. they've had them. And they've had on schedule in, in the way that it's set out in this country."
ts1_43,"Sure, yeah. Um, so can you, with the decision to have your children vaccinated fully on schedule. Was that something that you talked to your their GP about was it. How did you decide that they should have those vaccinations.","To me it wasn't even something that needed to be decided or discussed. The proof of vaccine is, is shown across the world. I wasn't, it wasn't even something that would have crossed my mind to, to even think of it as a decision, if that makes any sense yes. Just, you just do it."
ts1_44,"No, that that makes perfect sense to me. I completely understand what you're saying.",Yeah.
ts1_45,"My next question, have you personally had the flu vaccine this year?","Yes, because I only had my spleen, out, in. Oh. In fact, it might have been last at the very end of last year. Ah, I can't remember the exact date. I had my spleen out in February and it was at least six weeks before that, might have been at the very end of last year."
ts1_46,"Sure. So it was sort of like, it sounds like that may have been, was it in preparation for the procedure?","Yeah, pretty much. I had, I didn't just have the flu vaccine. I had a bunch of other ones to make sure that they were all up to date as well in preparation for that operation."
ts1_47,"Yeah. And so in years past, you typically get the flu vaccine or was this sort of, you know, was it an unusual situation because you're going to have this procedure?","It was an unusual situation. And I think because of the health condition I have I probably would have been a candidate for having the flu vaccination, but It wasn't something that I necessarily felt like I needed. if I did have a cold symptoms or the flu or anything like that I tended just to kind of have it one of those things where, well I'll cross that- Uh, Um, I'm sorry where was I going with that?"
ts1_48,"No, that's, that's totally fine, you were saying about how it is something you know, you were saying it isn't a priority, something that if you started feeling ill you would deal with it then.","Yeah. And yeah, and if if it being something whereby I felt... majorly affected by it I would have possibly gone to my GP and spoken about it and things like that. I, I, it's I don't feel like I was particularly in more affected by it, than the average person and that was why I kind of didn't see it as priority. However, now that I've had my spleen out I will be getting it!"
ts1_49,"Yeah. So, do you know anybody who has gotten seriously ill because of the flu or had a child, you know, maybe a friend who has children, that has had one of their children get seriously ill because of the flu?","Not personally, no."
ts1_50,So that concludes my questions. Is there anything else that you want to say about the flu or the flu vaccine or vaccination in general really just anything that I didn't ask that you'd like to speak to this is sort of your time to say anything else that you think I should hear.,"I don't think I've kind of pretty much covered everything that I would want to say, yeah."
ts3_0,"Excellent. So we will go ahead and start with the informed consent. So I'm going to read you a series of statements and I'll just have you say yes, I agree, or no, I don't agree, please. I confirm that I have read the participant information sheet for this study. I've had the opportunity to consider the information asked questions and I've had these questions answered satisfactorily.",I agree.
ts3_1,"I understand that my participation is voluntary, and then I am free to with any time without any reason and that I can decline to answer any question during the interview.",I agree.
ts3_2,I understand the information collected during my interview may be looked at by other researchers from Newcastle University who are working on or assisting with the study I give permission for these individuals to have access to this information.,I agree.
ts3_3,I understand that information collected during the interview may be shared with other researchers for you some future research for teaching purposes that the data will be thoroughly anonymize first,I agree.
ts3_4,I understand that the interview will be audio or video recorded according to my preference typed in that all my identifying personal details will be removed.,I agree
ts3_5,"I understand the direct quotations may be taken from what I say and use in research and publications, but I will not be identifiable from these quotations.",I agree
ts3_6,I agree to take part in this study.,I agree.
ts3_7,Excellent. And then there's just two others here. If you'd like to receive a copy of the research findings. Upon completion of the study. Please say yes now.,"Yes, please."
ts3_8,"Yeah, absolutely. So my dissertation will be finished in August. So you'll expect to get that around. Then I'll send that address you provided. And if you'd like to receive a hard copy of the study documents. Please say yes now to receive a hard copy you will need to provide your mailing address","No, no need for a hard copy."
ts3_9,"All right, so that's that out of the way so thank you for that. And we can go ahead and kind of dive in here. So my first questions are just kind of helped me get to know your child, a little better and to help me sort of understand what you know about the flu. Um, so you have one child is that right?","Yeah, yeah."
ts3_10,And they're three years old?,"Yes. Yeah, she turned three, little girl called [Child], and she turned three in April."
ts3_11,[Child]?,Yeah [Child].
ts3_12,"Okay. Yeah. That's awesome. Um, so can you tell me a little bit about her? Like what kind of things does she like to do? you know how, how things are being at home right now?","Yeah, everything. Yeah. She's really good. And yeah, she's like just any three year old little girl. She's full of energy and really um, like in terms of, like sort of health. We haven't, she doesn't have any health problems. We have been very lucky and until like about 10 months old she hadn't even like had a temperature or been unwell or anything like that. Um, so yeah, she's just a great little girl and she loves Dora the Explorer and princesses and all the kinds of things you'd expect of a of a three year old."
ts3_13,Yeah,"Yeah, obviously she's at home at the minute, and she's doing really well. She's a really sweet spot age where it doesn't, it doesn't really come into her, shes just happy at the moment that mum and dad are around constantly and, she wasn't a massive fan of nursery. I mean she has friends and she loves it when she gets there, but she's not she's not really into it, she doesn't run in there or anything. So she's really enjoying herself, she's living her best life!"
ts3_14,"Yeah, I think, I think for a lot of children her age. It's really more about how the parents are doing because, you know, like you said, they're just happy to have everyone around and having everyone's attention all the time.","Totally, yeah."
ts3_15,So can you tell me kind of what you know about the flu? Just anything that comes to mind when you think about the flu.,"Yeah, so seasonal mainly around kind of the winter period and and that we get, we can sometimes get worst flu seasons than other flu seasons. Um, I suppose the difference, like knowing whether, you know, you've got, you've had flu or not. I don't like, I always get, like I said, people say, ""Oh, I've got flu"", but then other people are like, ""no, I really, really had flu"" and that it can absolutely floor some people, and some people can just feel a bit under the weather. And and I suppose that, like something that I've noticed over recent years, is that sort of flu can, like the strain of it, can change. So different years we have different strains of flu and that there's like lots of different flus."
ts3_16,"Yeah. Yeah, that's great. Thank you. So do you worry about your daughter, getting the flu or is it something that you know like, can you give me a sense for sort of how you feel about that when you think about your daughter potentially getting the flu?","Yeah, I think it's not something, I think I worried about it more, when she was younger and in probably the first one to two years because partly because of the worry of whether it was flu or something else like meningitis or anything like that. If she was to come down with symptoms would we know was flu or not? and and... Yeah, really. I mean, she's so, she's so, healthy for the most part, touch wood, that we don't. It's not something that enters my mind as something that's going to happen. Although obviously with recent, the recent pandemic proves that it can have, you know, people can get ill anytime regardless. But generally, and we've not been too worried  because, we've not, as she's never had any real health complaints, we don't necessarily. It's not something that preoccupies us"
ts3_17,"Yeah, that makes sense. So the worry when she was younger was sort of just general? you know, you would have worried about any illness is that—","Yeah. Hello, sorry."
ts3_18,No problem.,"Yeah, I'm sorry, could you repeat the question?"
ts3_19,"Oh no, I think we just, we were just finished, just finishing, your thought. I think I was clarifying that when she was younger, you, it's like you were just worried about like any illness really, and not, you know, not knowing what she had. But as she gets a little older, it seems like you just worry a little less maybe?","I think a big part of that is communication. So when they're very young. They cant communicate why there are, that they're unwell and what the symptoms are. Whereas now, you know, she could communicate more and I think there's just a general, the only concern is that, that something would come on so fast that we couldn't respond to it. I suppose flu wouldn't have been in my mind or something, because flu in my mind would be something that would slowly sort of gather pace. Whereas something like meningitis or something like that. Might sort of just happen in a flash and all the sudden she  goes pale or something, you know, all that kind of, you know, all the signs you're told to look out for. So as opposed, flu wasn't my main thought in my mind. My mind was probably more triggered by the kind of more immediate quick really like a ring 999 emergency sort of conditions."
